1,100
2,100
3,100
4,100
5,100
6,100
7,100
8,100
9,100
10,100
11,98
12,98
13,98
14,98
15,98
16,98
17,98
18,98
19,98
20,98
21,97
22,97
23,97
24,97
25,97
26,97
27,97
28,97
29,97
30,97
31,94
32,94
33,94
34,94
35,94
36,94
37,94
38,94
39,94
40,94
41,94
42,94
43,94
44,94
45,94
46,94
47,94
48,94
49,94
50,94
51,94
52,94
53,94
54,94
55,94
56,94
57,94
58,94
59,94
60,94
61,93
62,93
63,93
64,93
65,93
66,93
67,93
68,93
69,93
70,93
71,90
72,90
73,90
74,90
75,90
76,90
77,90
78,90
79,90
80,90
81,89
82,89
83,89
84,89
85,89
86,89
87,89
88,89
89,89
90,89
91,88
92,88
93,88
94,88
95,88
96,88
97,88
98,88
99,88
100,88
101,86
102,86
103,86
104,86
105,86
106,86
107,86
108,86
109,86
110,86
111,83
112,83
113,83
114,83
115,83
116,83
117,83
118,83
119,83
120,83
121,82
122,82
123,82
124,82
125,82
126,82
127,82
128,82
129,82
130,82
131,79
132,79
133,79
134,79
135,79
136,79
137,79
138,79
139,79
140,79
141,78
142,78
143,78
144,78
145,78
146,78
147,78
148,78
149,78
150,78
151,75
152,75
153,75
154,75
155,75
156,75
157,75
158,75
159,75
160,75
161,73
162,73
163,73
164,73
165,73
166,73
167,73
168,73
169,73
170,73
171,70
172,70
173,70
174,70
175,70
176,70
177,70
178,70
179,70
180,70
181,68
182,68
183,68
184,68
185,68
186,68
187,68
188,68
189,68
190,68
191,68
192,68
193,68
194,68
195,68
196,68
197,68
198,68
199,68
200,68
201,67
202,67
203,67
204,67
205,67
206,67
207,67
208,67
209,67
210,67
211,67
212,67
213,67
214,67
215,67
216,67
217,67
218,67
219,67
220,67
221,65
222,65
223,65
224,65
225,65
226,65
227,65
228,65
229,65
230,65
231,62
232,62
233,62
234,62
235,62
236,62
237,62
238,62
239,62
240,62
241,62
242,62
243,62
244,62
245,62
246,62
247,62
248,62
249,62
250,62
251,61
252,61
253,61
254,61
255,61
256,61
257,61
258,61
259,61
260,61
261,61
262,61
263,61
264,61
265,61
266,61
267,61
268,61
269,61
270,61
271,58
272,58
273,58
274,58
275,58
276,58
277,58
278,58
279,58
280,58
281,56
282,56
283,56
284,56
285,56
286,56
287,56
288,56
289,56
290,56
291,54
292,54
293,54
294,54
295,54
296,54
297,54
298,54
299,54
300,54
301,51
302,51
303,51
304,51
305,51
306,51
307,51
308,51
309,51
310,51
311,49
312,49
313,49
314,49
315,49
316,49
317,49
318,49
319,49
320,49
321,49
322,49
323,49
324,49
325,49
326,49
327,49
328,49
329,49
330,49
331,46
332,46
333,46
334,46
335,46
336,46
337,46
338,46
339,46
340,46
341,45
342,45
343,45
344,45
345,45
346,45
347,45
348,45
349,45
350,45
351,43
352,43
353,43
354,43
355,43
356,43
357,43
358,43
359,43
360,43
361,43
362,43
363,43
364,43
365,43
366,43
367,43
368,43
369,43
370,43
371,43
372,43
373,43
374,43
375,43
376,43
377,43
378,43
379,43
380,43
381,42
382,42
383,42
384,42
385,42
386,42
387,42
388,42
389,42
390,42
391,40
392,40
393,40
394,40
395,40
396,40
397,40
398,40
399,40
400,40
401,39
402,39
403,39
404,39
405,39
406,39
407,39
408,39
409,39
410,39
411,36
412,36
413,36
414,36
415,36
416,36
417,36
418,36
419,36
420,36
421,33
422,33
423,33
424,33
425,33
426,33
427,33
428,33
429,33
430,33
431,31
432,31
433,31
434,31
435,31
436,31
437,31
438,31
439,31
440,31
441,31
442,31
443,31
444,31
445,31
446,31
447,31
448,31
449,31
450,31
451,28
452,28
453,28
454,28
455,28
456,28
457,28
458,28
459,28
460,28
461,26
462,26
463,26
464,26
465,26
466,26
467,26
468,26
469,26
470,26
471,23
472,23
473,23
474,23
475,23
476,23
477,23
478,23
479,23
480,23
481,22
482,22
483,22
484,22
485,22
486,22
487,22
488,22
489,22
490,22
491,22
492,22
493,22
494,22
495,22
496,22
497,22
498,22
499,22
500,22
501,24
502,24
503,24
504,24
505,24
506,24
507,24
508,24
509,24
510,24
511,26
512,26
513,26
514,26
515,26
516,26
517,26
518,26
519,26
520,26
521,28
522,28
523,28
524,28
525,28
526,28
527,28
528,28
529,28
530,28
531,30
532,30
533,30
534,30
535,30
536,30
537,30
538,30
539,30
540,30
541,32
542,32
543,32
544,32
545,32
546,32
547,32
548,32
549,32
550,32
551,34
552,34
553,34
554,34
555,34
556,34
557,34
558,34
559,34
560,34
561,36
562,36
563,36
564,36
565,36
566,36
567,36
568,36
569,36
570,36
571,38
572,38
573,38
574,38
575,38
576,38
577,38
578,38
579,38
580,38
581,40
582,40
583,40
584,40
585,40
586,40
587,40
588,40
589,40
590,40
591,42
592,42
593,42
594,42
595,42
596,42
597,42
598,42
599,42
600,42
601,44
602,44
603,44
604,44
605,44
606,44
607,44
608,44
609,44
610,44
611,46
612,46
613,46
614,46
615,46
616,46
617,46
618,46
619,46
620,46
621,48
622,48
623,48
624,48
625,48
626,48
627,48
628,48
629,48
630,48
631,50
632,50
633,50
634,50
635,50
636,50
637,50
638,50
639,50
640,50
641,52
642,52
643,52
644,52
645,52
646,52
647,52
648,52
649,52
650,52
651,54
652,54
653,54
654,54
655,54
656,54
657,54
658,54
659,54
660,54
661,56
662,56
663,56
664,56
665,56
666,56
667,56
668,56
669,56
670,56
671,58
672,58
673,58
674,58
675,58
676,58
677,58
678,58
679,58
680,58
681,60
682,60
683,60
684,60
685,60
686,60
687,60
688,60
689,60
690,60
691,62
692,62
693,62
694,62
695,62
696,62
697,62
698,62
699,62
700,62
701,64
702,64
703,64
704,64
705,64
706,64
707,64
708,64
709,64
710,64
711,66
712,66
713,66
714,66
715,66
716,66
717,66
718,66
719,66
720,66
721,68
722,68
723,68
724,68
725,68
726,68
727,68
728,68
729,68
730,68
731,70
732,70
733,70
734,70
735,70
736,70
737,70
738,70
739,70
740,70
741,72
742,72
743,72
744,72
745,72
746,72
747,72
748,72
749,72
750,72
751,74
752,74
753,74
754,74
755,74
756,74
757,74
758,74
759,74
760,74
761,76
762,76
763,76
764,76
765,76
766,76
767,76
768,76
769,76
770,76
771,78
772,78
773,78
774,78
775,78
776,78
777,78
778,78
779,78
780,78
781,80
782,80
783,80
784,80
785,80
786,80
787,80
788,80
789,80
790,80
791,82
792,82
793,82
794,82
795,82
796,82
797,82
798,82
799,82
800,82
801,84
802,84
803,84
804,84
805,84
806,84
807,84
808,84
809,84
810,84
811,86
812,86
813,86
814,86
815,86
816,86
817,86
818,86
819,86
820,86
821,88
822,88
823,88
824,88
825,88
826,88
827,88
828,88
829,88
830,88
831,90
832,90
833,90
834,90
835,90
836,90
837,90
838,90
839,90
840,90
841,92
842,92
843,92
844,92
845,92
846,92
847,92
848,92
849,92
850,92
851,94
852,94
853,94
854,94
855,94
856,94
857,94
858,94
859,94
860,94
861,96
862,96
863,96
864,96
865,96
866,96
867,96
868,96
869,96
870,96
871,98
872,98
873,98
874,98
875,98
876,98
877,98
878,98
879,98
880,98
881,100
882,100
883,100
884,100
885,100
886,100
887,100
888,100
889,100
890,100
891,98
892,98
893,98
894,98
895,98
896,98
897,98
898,98
899,98
900,98
901,97
902,97
903,97
904,97
905,97
906,97
907,97
908,97
909,97
910,97
911,97
912,97
913,97
914,97
915,97
916,97
917,97
918,97
919,97
920,97
921,94
922,94
923,94
924,94
925,94
926,94
927,94
928,94
929,94
930,94
931,92
932,92
933,92
934,92
935,92
936,92
937,92
938,92
939,92
940,92
941,92
942,92
943,92
944,92
945,92
946,92
947,92
948,92
949,92
950,92
951,89
952,89
953,89
954,89
955,89
956,89
957,89
958,89
959,89
960,89
961,88
962,88
963,88
964,88
965,88
966,88
967,88
968,88
969,88
970,88
971,87
972,87
973,87
974,87
975,87
976,87
977,87
978,87
979,87
980,87
981,86
982,86
983,86
984,86
985,86
986,86
987,86
988,86
989,86
990,86
991,83
992,83
993,83
994,83
995,83
996,83
997,83
998,83
999,83
1000,83
1001,81
1002,81
1003,81
1004,81
1005,81
1006,81
1007,81
1008,81
1009,81
1010,81
1011,79
1012,79
1013,79
1014,79
1015,79
1016,79
1017,79
1018,79
1019,79
1020,79
1021,79
1022,79
1023,79
1024,79
1025,79
1026,79
1027,79
1028,79
1029,79
1030,79
1031,78
1032,78
1033,78
1034,78
1035,78
1036,78
1037,78
1038,78
1039,78
1040,78
1041,78
1042,78
1043,78
1044,78
1045,78
1046,78
1047,78
1048,78
1049,78
1050,78
1051,76
1052,76
1053,76
1054,76
1055,76
1056,76
1057,76
1058,76
1059,76
1060,76
1061,74
1062,74
1063,74
1064,74
1065,74
1066,74
1067,74
1068,74
1069,74
1070,74
1071,73
1072,73
1073,73
1074,73
1075,73
1076,73
1077,73
1078,73
1079,73
1080,73
1081,72
1082,72
1083,72
1084,72
1085,72
1086,72
1087,72
1088,72
1089,72
1090,72
1091,70
1092,70
1093,70
1094,70
1095,70
1096,70
1097,70
1098,70
1099,70
1100,70
1101,68
1102,68
1103,68
1104,68
1105,68
1106,68
1107,68
1108,68
1109,68
1110,68
1111,68
1112,68
1113,68
1114,68
1115,68
1116,68
1117,68
1118,68
1119,68
1120,68
1121,67
1122,67
1123,67
1124,67
1125,67
1126,67
1127,67
1128,67
1129,67
1130,67
1131,67
1132,67
1133,67
1134,67
1135,67
1136,67
1137,67
1138,67
1139,67
1140,67
1141,64
1142,64
1143,64
1144,64
1145,64
1146,64
1147,64
1148,64
1149,64
1150,64
1151,62
1152,62
1153,62
1154,62
1155,62
1156,62
1157,62
1158,62
1159,62
1160,62
1161,61
1162,61
1163,61
1164,61
1165,61
1166,61
1167,61
1168,61
1169,61
1170,61
1171,60
1172,60
1173,60
1174,60
1175,60
1176,60
1177,60
1178,60
1179,60
1180,60
1181,58
1182,58
1183,58
1184,58
1185,58
1186,58
1187,58
1188,58
1189,58
1190,58
1191,56
1192,56
1193,56
1194,56
1195,56
1196,56
1197,56
1198,56
1199,56
1200,56
1201,54
1202,54
1203,54
1204,54
1205,54
1206,54
1207,54
1208,54
1209,54
1210,54
1211,54
1212,54
1213,54
1214,54
1215,54
1216,54
1217,54
1218,54
1219,54
1220,54
1221,52
1222,52
1223,52
1224,52
1225,52
1226,52
1227,52
1228,52
1229,52
1230,52
1231,50
1232,50
1233,50
1234,50
1235,50
1236,50
1237,50
1238,50
1239,50
1240,50
1241,49
1242,49
1243,49
1244,49
1245,49
1246,49
1247,49
1248,49
1249,49
1250,49
1251,47
1252,47
1253,47
1254,47
1255,47
1256,47
1257,47
1258,47
1259,47
1260,47
1261,45
1262,45
1263,45
1264,45
1265,45
1266,45
1267,45
1268,45
1269,45
1270,45
1271,44
1272,44
1273,44
1274,44
1275,44
1276,44
1277,44
1278,44
1279,44
1280,44
1281,42
1282,42
1283,42
1284,42
1285,42
1286,42
1287,42
1288,42
1289,42
1290,42
1291,42
1292,42
1293,42
1294,42
1295,42
1296,42
1297,42
1298,42
1299,42
1300,42
1301,42
1302,42
1303,42
1304,42
1305,42
1306,42
1307,42
1308,42
1309,42
1310,42
1311,40
1312,40
1313,40
1314,40
1315,40
1316,40
1317,40
1318,40
1319,40
1320,40
1321,37
1322,37
1323,37
1324,37
1325,37
1326,37
1327,37
1328,37
1329,37
1330,37
1331,36
1332,36
1333,36
1334,36
1335,36
1336,36
1337,36
1338,36
1339,36
1340,36
1341,33
1342,33
1343,33
1344,33
1345,33
1346,33
1347,33
1348,33
1349,33
1350,33
1351,30
1352,30
1353,30
1354,30
1355,30
1356,30
1357,30
1358,30
1359,30
1360,30
1361,30
1362,30
1363,30
1364,30
1365,30
1366,30
1367,30
1368,30
1369,30
1370,30
1371,27
1372,27
1373,27
1374,27
1375,27
1376,27
1377,27
1378,27
1379,27
1380,27
1381,24
1382,24
1383,24
1384,24
1385,24
1386,24
1387,24
1388,24
1389,24
1390,24
1391,24
1392,24
1393,24
1394,24
1395,24
1396,24
1397,24
1398,24
1399,24
1400,24
1401,22
1402,22
1403,22
1404,22
1405,22
1406,22
1407,22
1408,22
1409,22
1410,22
1411,22
1412,22
1413,22
1414,22
1415,22
1416,22
1417,22
1418,22
1419,22
1420,22
1421,24
1422,24
1423,24
1424,24
1425,24
1426,24
1427,24
1428,24
1429,24
1430,24
1431,26
1432,26
1433,26
1434,26
1435,26
1436,26
1437,26
1438,26
1439,26
1440,26
1441,28
1442,28
1443,28
1444,28
1445,28
1446,28
1447,28
1448,28
1449,28
1450,28
1451,30
1452,30
1453,30
1454,30
1455,30
1456,30
1457,30
1458,30
1459,30
1460,30
1461,32
1462,32
1463,32
1464,32
1465,32
1466,32
1467,32
1468,32
1469,32
1470,32
1471,34
1472,34
1473,34
1474,34
1475,34
1476,34
1477,34
1478,34
1479,34
1480,34
1481,36
1482,36
1483,36
1484,36
1485,36
1486,36
1487,36
1488,36
1489,36
1490,36
1491,38
1492,38
1493,38
1494,38
1495,38
1496,38
1497,38
1498,38
1499,38
1500,38
1501,40
1502,40
1503,40
1504,40
1505,40
1506,40
1507,40
1508,40
1509,40
1510,40
1511,42
1512,42
1513,42
1514,42
1515,42
1516,42
1517,42
1518,42
1519,42
1520,42
1521,44
1522,44
1523,44
1524,44
1525,44
1526,44
1527,44
1528,44
1529,44
1530,44
1531,46
1532,46
1533,46
1534,46
1535,46
1536,46
1537,46
1538,46
1539,46
1540,46
1541,48
1542,48
1543,48
1544,48
1545,48
1546,48
1547,48
1548,48
1549,48
1550,48
1551,50
1552,50
1553,50
1554,50
1555,50
1556,50
1557,50
1558,50
1559,50
1560,50
1561,52
1562,52
1563,52
1564,52
1565,52
1566,52
1567,52
1568,52
1569,52
1570,52
1571,54
1572,54
1573,54
1574,54
1575,54
1576,54
1577,54
1578,54
1579,54
1580,54
1581,56
1582,56
1583,56
1584,56
1585,56
1586,56
1587,56
1588,56
